NroNotaCredito;TipoNotaCredito;ItemNotaCredito;IDCodProd;Cantidad;PrecioUnitario;PorcentajeDescuento;TotalLinea;UnidadMedida;ImporteDescuento
210;A;1;180;15;12219.0;0;183285.0;C/U;0.0
211;A;1;RES;7;1239.66;0;8677.62;;0.0
212;A;1;RES;6;1239.66;0;7437.96;;0.0
213;A;1;75;2;5785.12;20;9256.19;C/U;2314.05
213;A;2;65;3;4826.44;20;11583.46;C/U;2895.86
213;A;3;45FKA;1;4826.44;20;3861.15;C/U;965.29
213;A;4;6200;2;7636.36;20;12218.18;C/U;3054.54
214;A;1;90;1;8140.49;25;6105.37;C/U;2035.12
215;A;1;180;4;4300.0;0;17200.0;C/U;0.0
216;A;2;180;4;4300.0;0;17200.0;C/U;0.0
217;A;1;180;4;5765.34;0;23061.36;C/U;0.0
218;A;1;180;6;8248.18;0;49489.08;C/U;0.0
219;A;1;RES;8;1239.66;0;9917.28;;0.0
220;A;1;DEV;1;5238095.0;0;5238095.0;C/U;0.0
221;A;1;RES;8;1239.66;0;9917.28;;0.0
222;A;1;45FKA;2;3335.53;0;6671.06;C/U;0.0
222;A;2;65;5;3211.57;0;16057.85;C/U;0.0
222;A;3;75;10;3710.74;0;37107.4;C/U;0.0
222;A;4;110C;6;6398.34;0;38390.04;C/U;0.0
222;A;5;180;4;8690.9;0;34763.6;C/U;0.0
222;A;6;PER;1;-4396.36;0;-4396.36;C/U;0.0
223;A;1;45FKA;2;3335.53;0;6671.06;C/U;0.0
223;A;2;65;5;3211.57;0;16057.85;C/U;0.0
223;A;3;75;10;3710.74;0;37107.4;C/U;0.0
223;A;4;110C;6;6398.34;0;38390.04;C/U;0.0
223;A;5;180;4;8690.9;0;34763.6;C/U;0.0
224;A;1;75;2;5785.12;25;8677.68;C/U;2892.56
225;A;1;RES;10;1239.61;0;12396.1;;0.0
226;A;1;RES;6;1404.95;0;8429.7;;0.0
227;A;1;RES;21;413.22;0;8677.62;;0.0
227;A;2;RES;5;578.51;0;2892.55;;0.0
228;A;1;75;2;5785.12;20;9256.19;C/U;2314.05
228;A;2;65;3;4826.44;20;11583.46;C/U;2895.86
228;A;3;45FKA;1;4826.44;20;3861.15;C/U;965.29
228;A;4;6200;2;7636.36;20;12218.18;C/U;3054.54
229;A;1;110C;2;9099.17;0;18198.34;C/U;0.0
230;A;1;DEV;1;7076140.0;0;7076140.0;C/U;0.0
231;A;1;RES;7;1404.95;0;9834.65;;0.0
232;A;1;RES;3;1404.95;0;4214.85;;0.0
233;A;1;65;5;3378.51;0;16892.55;C/U;0.0
233;A;2;75;5;4049.58;0;20247.9;C/U;0.0
234;A;1;RES;9;1404.95;0;12644.55;;0.0
235;A;1;180;10;10505.0;0;105050.0;C/U;0.0
236;A;1;65;1;5165.28;0;5165.28;C/U;0.0
237;A;1;180;3;7687.12;0;23061.36;C/U;0.0
238;A;1;DEV;1;951312.0;0;951312.0;C/U;0.0
239;A;1;75;12;6198.34;20;59504.06;C/U;14876.02
239;A;2;65;10;5165.28;20;41322.24;C/U;10330.56
239;A;3;45FKA;3;5165.28;20;12396.67;C/U;3099.17
240;A;1;RES;7;1404.95;0;9834.65;;0.0
241;A;1;DEV;1;826570.0;0;826570.0;C/U;0.0
242;A;1;65;1;4456.61;0;4456.61;C/U;0.0
242;A;2;75;1;5346.07;0;5346.07;C/U;0.0
243;A;1;RES;10;1615.69;0;16156.9;C/U;0.0
244;A;1;PLOMO;140;16598.0;0;2323720.0;KG;0.0
245;A;1;100SP;1;11198.34;20;8958.67;C/U;2239.67
246;A;1;65;13;5942.14;35;50211.08;C/U;27036.74
246;A;2;75;10;7128.09;35;46332.59;C/U;24948.32
246;A;3;45FKA;1;5942.14;35;3862.39;C/U;2079.75
247;A;1;1004X4;2;11024.79;30;15434.71;C/U;6614.87
248;A;1;75;1;3859.5;0;3859.5;C/U;0.0
249;A;1;180;2;14884.29;0;29768.58;C/U;0.0
250;A;1;180;4;10045.53;0;40182.12;C/U;0.0
251;A;1;180;6;13687.41;0;82124.46;C/U;0.0
252;A;1;180;6;13687.41;0;82124.46;C/U;0.0
253;A;1;RES;8;1735.53;0;13884.24;C/U;0.0
254;A;1;110C;2;12429.75;25;18644.63;C/U;6214.88
254;A;2;65;1;6595.04;25;4946.28;C/U;1648.76
255;A;1;RES;5;1239.61;0;6198.05;C/U;0.0
256;A;1;RES;5;1735.53;0;8677.65;C/U;0.0
257;A;1;1004X4;2;12231.4;20;19570.24;C/U;4892.56
258;A;1;DEV;1;1770000.0;0;1770000.0;C/U;0.0
259;A;1;80T;1;9256.19;25;6942.14;C/U;2314.05
260;A;1;75;10;7913.22;30;55392.54;C/U;23739.66
261;A;1;180;4;18355.37;0;73421.48;C/U;0.0
262;A;1;RES;26437;78.0;0;2062086.0;C/U;0.0
263;A;1;N24;1;6384.0;0;6384.0;C/U;0.0
264;A;1;65;1;6595.04;25;4946.28;C/U;1648.76
265;A;1;180;4;16520.66;0;66082.64;C/U;0.0
266;A;1;RES;1;5238000.0;0;5238000.0;C/U;0.0
267;A;1;180;1;29368.59;0;29368.59;C/U;0.0
268;A;1;75;1;7913.22;20;6330.58;C/U;1582.64
269;A;1;RES;30069;80.0;0;2405520.0;C/U;0.0
270;A;1;RES;30069;80.0;0;2405520.0;C/U;0.0
271;A;1;65;1;6595.04;20;5276.03;C/U;1319.01
272;A;1;M12X65;295;1260.0;0;371700.0;C/U;0.0
273;A;1;M12X65;295;1260.0;0;371700.0;C/U;0.0
274;A;1;DEV;1;7557138.0;0;7557138.0;C/U;0.0
275;A;1;RES;3940;1800.0;0;7092000.0;C/U;0.0
276;A;1;90;1;12231.4;20;9785.12;C/U;2446.28
277;A;1;CON;30055;82.0;0;2464510.0;KG;0.0
278;A;1;180;2;20190.08;25;30285.12;C/U;10095.04
279;A;1;RES;2264;2100.0;0;4754400.0;C/U;0.0
280;A;1;75;1;8702.47;0;8702.47;C/U;0.0
281;A;1;RES;887;2066.0;0;1832542.0;C/U;0.0
282;A;1;180;20;15146.58;0;302931.6;C/U;0.0
283;A;1;M12X55T;150;384.3;0;57645.0;C/U;0.0
283;A;2;M12X100T;200;520.66;0;104132.0;C/U;0.0
283;A;3;M12X100T;76;557.02;0;42333.52;C/U;0.0
283;A;4;M12X160T;115;743.8;0;85537.0;C/U;0.0
283;A;5;M12X160T;435;804.96;0;350157.6;C/U;0.0
284;A;1;75;1;1.0;0;1.0;C/U;0.0
285;A;1;75;1;10.0;0;10.0;C/U;0.0
286;A;1;75;1;10.0;0;10.0;C/U;0.0
287;A;1;75;1;8702.47;0;8702.47;C/U;0.0
288;A;1;75;1;10.0;0;10.0;C/U;0.0
289;A;1;GTO;1;9.5;0;9.5;;0.0
290;A;1;65;1;7256.19;20;5804.95;C/U;1451.24
291;A;1;75;1;6961.98;0;6961.98;C/U;0.0
292;A;1;180;2;22206.61;20;35530.58;C/U;8882.64
293;A;1;RES;1850;2300.0;0;4255000.0;C/U;0.0
293;A;2;RES;1140;1600.0;0;1824000.0;C/U;0.0
294;A;1;1004X4;1;10.0;25;7.5;C/U;2.5
295;A;1;65;1;7983.47;0;7983.47;C/U;0.0
296;A;1;180;4;22206.61;20;71061.15;C/U;17765.29
297;A;1;RES;763;2300.0;0;1754900.0;C/U;0.0
297;A;2;RES;550;2600.0;0;1430000.0;C/U;0.0
298;A;1;75;2;9570.24;20;15312.38;C/U;3828.1
299;A;1;Q750;1;11326.44;20;9061.15;C/U;2265.29
300;A;1;180;2;14714.04;0;29428.08;C/U;0.0
301;A;1;75;1;6330.58;0;6330.58;C/U;0.0
302;A;1;RES;547;2600.0;0;1422200.0;C/U;0.0
303;A;1;RES;3;2479.33;0;7437.99;C/U;0.0
304;A;1;65;1;7983.47;20;6386.78;C/U;1596.69
304;A;2;75;1;9570.24;20;7656.19;C/U;1914.05
305;A;1;75;1;9570.24;20;7656.19;C/U;1914.05
306;A;1;RES;1500;402.0;0;603000.0;C/U;0.0
306;A;2;RES;1200;251.25;0;301500.0;C/U;0.0
306;A;3;RES;1300;695.76;0;904488.0;C/U;0.0
307;A;1;180;10;23760.33;0;237603.3;C/U;0.0
308;A;1;45FKA;1;8545.45;25;6409.09;C/U;2136.36
309;A;1;65;1;8545.45;20;6836.36;C/U;1709.09
310;A;1;90;1;15838.84;20;12671.07;C/U;3167.77
311;A;1;75;1;10239.66;20;8191.73;C/U;2047.93
312;A;1;RES;115;1200.0;0;138000.0;C/U;0.0
312;A;2;RES;230;1700.0;0;391000.0;C/U;0.0
312;A;3;RES;170;1500.0;0;255000.0;C/U;0.0
312;A;4;RES;30;1300.0;0;39000.0;C/U;0.0
313;A;1;RES;4;2644.62;0;10578.48;C/U;0.0
314;A;1;180;13;16000.0;0;208000.0;C/U;0.0
315;A;1;CON;30000;130.0;0;3900000.0;KG;0.0
316;A;1;180;20;17017.18;0;340343.6;C/U;0.0
317;A;1;45FKA;1;9057.85;20;7246.28;C/U;1811.57
317;A;2;75;1;10851.23;20;8680.98;C/U;2170.25
318;A;1;110C;4;17061.98;10;61423.13;C/U;6824.79
319;A;1;65;1;9057.85;20;7246.28;C/U;1811.57
320;A;1;45FKA;1;6409.09;0;6409.09;C/U;0.0
321;A;1;45FKA;10;7635.0;0;76350.0;C/U;0.0
321;A;2;65;25;6708.0;0;167700.0;C/U;0.0
321;A;3;75;25;7624.0;0;190600.0;C/U;0.0
321;A;4;110C;15;12896.0;0;193440.0;C/U;0.0
321;A;5;180;15;19511.0;0;292665.0;C/U;0.0
321;A;6;90;5;11824.0;0;59120.0;C/U;0.0
321;A;7;45FIT;1;11776.85;0;11776.85;C/U;0.0
321;A;8;45CRV;1;12809.91;0;12809.91;C/U;0.0
322;A;1;110C;2;12016.4;0;24032.8;C/U;0.0
323;A;1;RES;15755;140.0;0;2205700.0;C/U;0.0
324;A;1;RES;861;3500.0;0;3013500.0;C/U;0.0
325;A;1;65;1;9057.85;25;6793.39;C/U;2264.46
326;A;1;RES;8;3305.78;0;26446.24;C/U;0.0
327;A;1;RES;3;3305.78;0;9917.34;C/U;0.0
328;A;1;180;4;20476.98;0;81907.92;C/U;0.0
329;A;1;100SP;1;17061.98;20;13649.58;C/U;3412.4
329;A;2;75;1;10851.23;20;8680.98;C/U;2170.25
330;A;1;RES;828;4000.0;0;3312000.0;C/U;0.0
331;A;1;90;2;16789.25;25;25183.88;C/U;8394.63
331;A;2;65;6;9057.85;25;40760.33;C/U;13586.78
332;A;1;RES;60;2479.33;0;148759.8;C/U;0.0
333;A;1;75;2;10851.23;20;17361.97;C/U;4340.49
333;A;2;65;1;9057.85;20;7246.28;C/U;1811.57
334;A;1;110C;3;18429.75;25;41466.94;C/U;13822.31
335;A;1;RES;13;3471.07;0;45123.91;C/U;0.0
336;A;1;65;3;9793.38;20;23504.11;C/U;5876.03
337;A;1;RES;2;3471.07;0;6942.14;C/U;0.0
338;A;1;180;6;19481.27;0;116887.62;C/U;0.0
339;A;1;180;2;19481.27;0;38962.54;C/U;0.0
340;A;1;RES;12;3471.07;0;41652.84;C/U;0.0
341;A;1;65;1;9793.38;20;7834.7;C/U;1958.68
342;A;1;RES;238;6000.0;0;1428000.0;C/U;0.0
343;A;1;RES;4;3471.07;0;13884.28;C/U;0.0
344;A;1;RES;10;3636.36;0;36363.6;C/U;0.0
345;A;1;100SP;1;13649.58;0;13649.58;C/U;0.0
346;A;1;RES;4;3636.36;0;14545.44;C/U;0.0
347;A;1;100;1;17765.49;0;17765.49;C/U;0.0
348;A;1;180;20;20476.98;0;409539.6;C/U;0.0
349;A;1;RES;8;3305.78;0;26446.24;C/U;0.0
349;A;2;RES;2;2066.11;0;4132.22;C/U;0.0
350;A;1;RES;4;3636.36;0;14545.44;C/U;0.0
351;A;1;150;3;7903.3;0;23709.9;C/U;0.0
352;A;1;RES;317;4500.0;0;1426500.0;C/U;0.0
353;A;1;75;5;8871.49;0;44357.45;C/U;0.0
353;A;2;180;2;20560.33;0;41120.66;C/U;0.0
354;A;1;Q660;1;11760.33;20;9408.26;C/U;2352.07
355;A;1;65;1;9793.38;30;6855.37;C/U;2938.01
356;A;1;65;1;9793.38;20;7834.7;C/U;1958.68
357;A;1;65;1;9793.38;20;7834.7;C/U;1958.68
358;A;1;RES;6;3719.0;0;22314.0;C/U;0.0
359;A;1;RES;8;3719.0;0;29752.0;C/U;0.0
360;A;1;75;1;13685.95;20;10948.76;C/U;2737.19
361;A;1;RES;7;3719.0;0;26033.0;C/U;0.0
362;A;1;RES;4;3719.0;0;14876.0;C/U;0.0
363;A;1;RES;4;3719.0;0;14876.0;C/U;0.0
364;A;1;RES;561;5300.0;0;2973300.0;C/U;0.0
365;A;1;RES;1098;5300.0;0;5819400.0;C/U;0.0
366;A;1;110;10;16846.79;0;168467.9;C/U;0.0
367;A;1;110;10;17969.91;0;179699.1;C/U;0.0
368;A;1;RES;4;3719.0;0;14876.0;C/U;0.0
369;A;1;RES;2;3719.0;0;7438.0;C/U;0.0
370;A;1;180;20;29513.0;0;590260.0;C/U;0.0
370;A;2;110;25;19503.0;0;487575.0;C/U;0.0
371;A;1;45FKA;10;11550.0;0;115500.0;C/U;0.0
372;A;1;RES;4;3719.0;0;14876.0;C/U;0.0
373;A;1;180;20;27036.0;0;540720.0;C/U;0.0
373;A;2;110;25;17869.0;0;446725.0;C/U;0.0
374;A;1;RES;5;4545.45;0;22727.25;C/U;0.0
375;A;1;RES;3;4545.45;0;13636.35;C/U;0.0
376;A;1;65;1;13826.44;20;11061.15;C/U;2765.29
376;A;2;75;1;16553.71;20;13242.97;C/U;3310.74
377;A;1;RES;735;5800.0;0;4263000.0;C/U;0.0
378;A;1;RES;4;4958.67;0;19834.68;C/U;0.0
378;A;2;RES;6;3305.78;0;19834.68;C/U;0.0
378;A;3;RES;2;1900.82;0;3801.64;C/U;0.0
379;A;1;DIFP;1;22388.39;0;22388.39;C/U;0.0
380;A;1;65;1;10.0;0;10.0;C/U;0.0
381;A;1;240;1;36963.47;0;36963.47;C/U;0.0
382;A;1;RES;8;4545.45;0;36363.6;C/U;0.0
383;A;1;45FIT;1;21727.27;20;17381.82;C/U;4345.45
384;A;1;RES;340;7000.0;0;2380000.0;C/U;0.0
385;A;1;RES;4;4958.67;0;19834.68;C/U;0.0
386;A;1;45CRV;1;23636.36;25;17727.27;C/U;5909.09
387;A;1;CHE;1;146932.56;0;146932.56;C/U;0.0
387;A;2;GTO;1;1.0;25;0.75;C/U;0.25
388;A;1;90;1;30958.67;30;21671.07;C/U;9287.6
389;A;1;75;1;20016.52;20;16013.22;C/U;4003.3
390;A;1;180;1;56000.0;0;56000.0;C/U;0.0
391;A;1;RES;3;5371.9;0;16115.7;C/U;0.0
392;A;1;GTO;1;363.63;0;363.63;C/U;0.0
393;A;1;M12X65;175;946.78;0;165686.5;C/U;0.0
393;A;2;M12X65;150;984.64;0;147696.0;C/U;0.0
393;A;3;M12X75;150;1013.97;0;152095.5;C/U;0.0
393;A;4;M12X75;200;1054.52;0;210904.0;C/U;0.0
393;A;5;M12X110C;75;1372.31;0;102923.25;C/U;0.0
393;A;6;M12X110C;50;1427.21;0;71360.5;C/U;0.0
393;A;7;M12X160TI;45;1983.14;0;89241.3;C/U;0.0
393;A;8;M12X160TI;35;2062.46;0;72186.1;C/U;0.0
394;A;1;RES;275;5176.0;0;1423400.0;C/U;0.0
395;A;1;Q750;1;25347.1;20;20277.68;C/U;5069.42
396;A;1;RES;88;2479.33;0;218181.04;C/U;0.0
396;A;2;RES;4;4132.23;0;16528.92;C/U;0.0
396;A;3;RES;1;6198.34;0;6198.34;C/U;0.0
396;A;4;RES;1;6611.57;0;6611.57;C/U;0.0
397;A;1;180;4;49669.42;25;149008.26;C/U;49669.42
398;A;1;65;2;17892.56;25;26838.84;C/U;8946.28
398;A;2;75;2;21413.22;25;32119.83;C/U;10706.61
398;A;3;45FKA;1;17892.56;25;13419.42;C/U;4473.14
399;A;1;75;1;21413.22;20;17130.58;C/U;4282.64
400;A;1;180;6;41146.13;0;246876.78;C/U;0.0
401;A;1;75;1;21413.22;20;17130.58;C/U;4282.64
402;A;1;65;1;17892.56;30;12524.79;C/U;5367.77
402;A;2;180;1;49669.42;30;34768.59;C/U;14900.83
403;A;1;110;2;33652.89;25;50479.34;C/U;16826.45
404;A;1;65;3;19091.36;0;57274.08;C/U;0.0
404;A;2;75;2;17665.28;0;35330.56;C/U;0.0
405;A;1;Q660;1;23644.62;20;18915.7;C/U;4728.92
406;A;1;65;3;19681.81;0;59045.43;C/U;0.0
406;A;2;75;3;23553.81;0;70661.43;C/U;0.0
407;A;1;110;3;23838.64;0;71515.92;C/U;0.0
407;A;2;100SP;1;23838.64;0;23838.64;C/U;0.0
408;A;1;180;1;154221.3;0;154221.3;C/U;0.0
409;A;1;65;1;19681.81;0;19681.81;C/U;0.0
410;A;1;65;50;15430.0;0;771500.0;C/U;0.0
410;A;2;75;50;17537.0;0;876850.0;C/U;0.0
410;A;3;45FKA;10;17562.0;0;175620.0;C/U;0.0
411;A;1;90;1;38615.7;25;28961.78;C/U;9653.93
412;A;1;RES;12;6611.57;0;79338.84;C/U;0.0
413;A;1;RES;30;6611.57;0;198347.1;C/U;0.0
414;A;1;RES;920;7800.0;0;7176000.0;C/U;0.0
415;A;1;RES;22;2561.98;0;56363.56;C/U;0.0
415;A;2;RES;5;4214.87;0;21074.35;C/U;0.0
416;A;1;75;3;24966.94;25;56175.62;C/U;18725.21
416;A;2;65;2;20859.5;25;31289.25;C/U;10429.75
416;A;3;45FKA;2;20859.5;25;31289.25;C/U;10429.75
417;A;1;RES;16;7438.01;0;119008.16;C/U;0.0
418;A;1;180;2;47178.73;0;94357.46;C/U;0.0
419;A;1;65;1;19681.81;25;14761.36;C/U;4920.45
420;A;1;RES;920;7800.0;0;7176000.0;C/U;0.0
421;A;1;110;8;27461.98;0;219695.84;C/U;0.0
421;A;2;1004X4;5;27030.99;0;135154.95;C/U;0.0
421;A;3;90;2;27030.99;0;54061.98;C/U;0.0
421;A;4;180;3;40539.25;0;121617.75;C/U;0.0
421;A;5;65;14;14601.65;0;204423.1;C/U;0.0
421;A;6;75;18;17476.86;0;314583.48;C/U;0.0
421;A;7;45FKA;4;14601.65;0;58406.6;C/U;0.0
421;A;8;240;1;50122.31;0;50122.31;C/U;0.0
421;A;9;80T;1;17476.86;0;17476.86;C/U;0.0
421;A;10;Q750;3;20684.71;0;62054.13;C/U;0.0
421;A;11;Q660;3;17546.28;0;52638.84;C/U;0.0
421;A;12;ON45;2;12148.76;0;24297.52;C/U;0.0
421;A;13;ON65;4;12148.76;0;48595.04;C/U;0.0
421;A;14;ON75;7;14148.76;0;99041.32;C/U;0.0
422;A;1;45FKA;2;13777.23;0;27554.46;C/U;0.0
423;A;1;75;1;27710.74;30;19397.52;C/U;8313.22
423;A;2;110;2;43545.45;30;60963.63;C/U;26127.27
424;A;1;RES;10;8264.46;0;82644.6;C/U;0.0
425;A;1;RES;24;8264.46;0;198347.04;C/U;0.0
426;A;1;110;6;39014.87;0;234089.22;C/U;0.0
426;A;2;180;5;55704.55;0;278522.75;C/U;0.0
427;A;1;CHE;1;33057.85;0;33057.85;C/U;0.0
428;A;1;65;2;25933.88;25;38900.82;C/U;12966.94
429;A;1;RES;20;8264.46;0;165289.2;C/U;0.0
430;A;1;45FKA;5;19970.24;0;99851.2;C/U;0.0
430;A;2;50;1;30071.07;0;30071.07;C/U;0.0
430;A;3;ON65;2;16611.57;0;33223.14;C/U;0.0
430;A;4;65;18;19970.24;0;359464.32;C/U;0.0
430;A;5;ON75;2;19338.84;0;38677.68;C/U;0.0
430;A;6;75;16;23892.56;0;382280.96;C/U;0.0
430;A;7;90;2;36966.94;0;73933.88;C/U;0.0
430;A;8;1004X4;2;36966.94;0;73933.88;C/U;0.0
430;A;9;110;4;37545.45;0;150181.8;C/U;0.0
430;A;10;100SP;2;37545.45;0;75090.9;C/U;0.0
430;A;11;180;2;79190.08;0;158380.16;C/U;0.0
431;A;1;RES;25;9090.9;0;227272.5;C/U;0.0
432;A;1;RES;15;9090.9;0;136363.5;C/U;0.0
433;A;1;110;2;31454.54;0;62909.08;C/U;0.0
434;A;1;100SP;1;33652.89;0;33652.89;C/U;0.0
435;A;1;180;1;79190.08;0;79190.08;C/U;0.0
435;A;2;110;2;53636.36;0;107272.72;C/U;0.0
436;A;1;RES;401;360.0;0;144360.0;C/U;0.0
437;A;1;RES;14;9917.35;0;138842.9;C/U;0.0
438;A;1;RES;14;9917.35;0;138842.9;C/U;0.0
439;A;1;BT 24/210;1;1041110.7;0;1041110.7;C/U;0.0
440;A;1;RES;18;9917.35;0;178512.3;C/U;0.0
441;A;1;75;1;36859.5;20;29487.6;C/U;7371.9
442;A;1;RES;10;395.0;0;3950.0;C/U;0.0
443;A;1;180;1;100652.89;0;100652.89;C/U;0.0
444;A;1;RES;2;10743.8;0;21487.6;C/U;0.0
445;A;1;180;1;100652.89;30;70457.02;C/U;30195.87
445;A;2;110;1;68181.81;30;47727.27;C/U;20454.54
445;A;3;45FIT;1;50206.61;25;37654.96;C/U;12551.65
446;A;1;RES;20;9917.35;0;198347.0;C/U;0.0
447;A;1;75;1;1000.0;0;1000.0;C/U;0.0
448;A;1;65;1;10.0;0;10.0;C/U;0.0
449;A;1;RES;19;10743.8;0;204132.2;C/U;0.0
450;A;1;65;2;36280.99;27;52970.25;C/U;19591.73
451;A;1;65;2;40272.72;20;64436.35;C/U;16109.09
